id,subject_id,course_number,title,credits,credit_range,description,writing_intensive,repeat_status,restrictions
cc722128-f717-4a67-9b27-d558f76c6057,GMAP,211,Game User Interface Design,3.0,,"This course covers the design, prototyping, and evaluation of graphical user interfaces for digital games by exploring topics such as human capabilities, input technologies, heuristic evaluation, and design methods, principles and rules. Students will learn how to design aesthetically pleasing and effective game user interfaces, covering important design principles (learnability, visibility, error prevention, efficiency, and visual design) and the human capabilities that motivate them (including perception, motor skills, color vision, attention, and human error).",False,Not repeatable for credit,
9bc492d8-df95-40c3-aaf2-450aaec9ca2c,GMAP,214,Concept Art for Games,3.0,,"This course introduces students to the process of designing and creating concept art for games as part of the overall development pipeline. Using a variety of techniques including sketching, photo and kit-bashing, and overpainting, students will learn to ideate and communicate concepts and prepare materials for subsequent stages of asset production.",False,Not repeatable for credit,
8b3b6a85-2e8e-4125-b962-a1ac82906283,GMAP,231,Scripting for Game Design,3.0,,"This course explores modern game engine scripting languages that are event-driven, control the art assets, provide multiplayer communication, and database access.",False,Not repeatable for credit,
6750626a-eb6a-4f73-aca7-f28c8121dc72,GMAP,246,Advanced Portfolio,1.0,,This course focuses on building skills for the career-long practice of producing and maintaining a professional creative portfolio while allowing the students the opportunity to create or refine additional student-driven portfolio work that synthesizes their skills and experience from direct class assignments in their other coursework.,False,Can be repeated 4 times for 5 credits,
b50daedb-362d-4688-8924-ebeaf629dd04,GMAP,260,Overview of Computer Gaming,3.0,,"This course presents an overview of computer gaming, including its history, its foundation in traditional games and its contemporary forms. The relationship among genres, platforms and audiences are examined and critical evaluation skills are developed.",False,Not repeatable for credit,Cannot enroll if classification is Freshman
f2b7ff0d-334b-4ccf-a172-7dd065aa3166,GMAP,301,Game History,3.0,,"This course explores the history of video games from their analog roots and examines the video game industry from the earliest arcade entertainments to modern digital distribution networks. It will investigate the people who made technical, design, and business decisions that have had lasting, industry-wide effects that are still with us today.",False,Not repeatable for credit,
92adb2d5-022c-4f71-b9a0-24ceee90c075,GMAP,321,Advanced Game Playtesting,1.0,,In this course students will play the role of a game user researcher (GUR) and learn how to conduct more advanced and rigorous playtests and how to run professional-quality studies that support a better understanding of player behavior and identify usability issues. Students will develop and run a study using an existing game project.,False,Not repeatable for credit,
f5dfa77e-b6fb-4c2c-a4c8-87f61a459431,GMAP,340,Entrepreneurial Game Studio Incubator Lab Project,1.0,,"In this course, students who are active members of a team in Drexel’s Entrepreneurial Game Studio, produce a professional-level, team-based, interactive project in a real-world production environment. It requires a project that demonstrates the integration of the student's academic and practical knowledge of the field as well as one or more specializations. Students refine their understanding of execution, delivery, and presentation of quality digital media production through implementation of professional best practices, and perfect their written, oral, and visual presentation skills through the power of collaboration, teamwork, and shared missions.",False,Can be repeated multiple times for credit,
83d94db5-4065-4473-bafa-32bf1856d70a,GMAP,341,Serious Games,3.0,,This course explores development of games for education. Goals include understanding and appreciating the psychology of play and the principles of game design in developing educational games.,False,Not repeatable for credit,
bc3f5962-2682-40bf-91c0-69149ec0f349,GMAP,342,Experimental Games,3.0,,This course explores new ideas and innovative gameplay through constraints of team size and shortened development cycles.,False,Not repeatable for credit,
e076f4b6-27f2-490c-b5eb-c7b735e04bbd,GMAP,345,Game Development Foundations,3.0,,"This course introduces students to the computer game design process. Students also learn how the individual skills of modeling, animation, scripting, interface design and storytelling are coordinated to produce interactive media experiences.",False,Not repeatable for credit,
77bc3619-a7ee-4cdf-b11d-43bebfa540b8,GMAP,360,Game Design from the Player’s Perspective,3.0,,This course is an introduction to game design from a player's perspective. Students will experience a variety of games and analyze them with respect to the use of game design principles and their consequences for game play.,False,Not repeatable for credit,
67d3d1ac-3fe4-4922-880f-a5cecdc9ad93,VSCM,222,Web Graphics III,4.0,,Continues VSCM 221 and increases the complexity and scope of the art direction and design for web graphics. Students will focus on professional quality web pages using dedicated software that adheres to current industry standards.,False,Not repeatable for credit,
104bb192-4a18-44c4-b9cd-57bbe4bc6071,VSCM,230,Visual Communication I,4.0,,"Provides an overview of graphic design as an applied art. Covers the given, the formal, and the psychological aspects of graphic design.",False,Not repeatable for credit,Cannot enroll if classification is Freshman
792267a6-2cbc-41b6-967b-8c01c27a68c1,GMAP,363,Architecture & Game Level Design Workshop,3.0,,"This course is an interdisciplinary look at the overlap between architecture and game-level design. Students will engage with the construction of interactive spaces in both the physical and game worlds using form, space, and color to design virtual environments to guide players, tell stories, facilitate actions, and evoke emotions. The course will reinforce important architectural design concepts in the realm of game-level design and introduce new analysis techniques for wayfinding and visibility. Game design tools will also be introduced to architecture students or reinforced to game design students. The course assignments will be individual, and the final project will be group-based which expects students to synthesize their understanding of architectural and level design concepts and skills.",False,Not repeatable for credit,
96a37e5c-e9b5-44d6-9072-711949986c2f,GMAP,367,Character Animation for Gaming,3.0,,"This course focuses on character animation techniques for real-time graphics, including cyclical animations, procedural animation, motion capture and integration into game engines.",False,Not repeatable for credit,
ddfba734-5d87-433b-ade5-42a184f0b962,GMAP,368,Artificial Intelligence in Gaming,3.0,,"This course teaches the use and integration of state machines into game engines, as well as other methods for creating and controlling Non Player Characters (NPCs).",False,Not repeatable for credit,
b584b1e6-5c64-4bf9-a925-d33c621c3dcc,GMAP,369,Mobile Game Development,3.0,,"This course explores development of games for mobile platforms. Specifically addressed will be platform issues such as processor speed, screen resolution, user interface and memory.",False,Not repeatable for credit,
998b0437-3cd8-41e0-b2c3-0391ff80aa6f,GMAP,377,Game Development: Workshop I,3.0,,This course examines the roles of the executive producer and the development team in taking a computer game from concept to design document through production. Students will work in small teams to research andplan a production effort that results in a pre-production prototype.,False,Not repeatable for credit,
43f673ef-dd3e-41d8-86cf-7b3334684e20,GMAP,378,Game Development: Workshop II,3.0,,This course provides an environment in which the pre-production of GMAP 377 Game Development: Workshop I can be taken through a full production effort. Students work in small teams to bring a selected prototype to completion.,False,Not repeatable for credit,
ae965275-4d1a-446c-a5e4-8307c706211e,GMAP,395,Advanced Game Design and Production,3.0,,"This course will step through the various modules of game engines, enabling students to gain access to real-time shaders and materials, particle systems and animation techniques.",False,Not repeatable for credit,
cb5814d2-686d-4d4b-9cdb-447b22418dda,GMAP,464,Audio for Games,3.0,,This course is an advanced introduction into the use of industry standard middleware tools and game engine for designing game audio.,False,Not repeatable for credit,
2071a2b3-414c-4636-bd7e-1875c72465c1,GMAP,I199,Independent Study in Game Art and Production,12.0,0.0-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
36d1639b-886d-4244-8f07-b7bccd479c61,GMAP,I299,Independent Study in Game Art and Production,12.0,0.0-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
e3918b44-22a8-42c6-b3f6-6ee7b03bb599,GMAP,I399,Independent Study in Game Art and Production,12.0,0.5-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
492e41e7-ea24-42f8-924d-e4868f5cc008,GMAP,I499,Independent Study in Game Art and Production,12.0,0.0-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
50bc0d23-0487-49f4-b22c-a4e64fad15fb,GMAP,T180,Special Topics in Game Art and Production,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
c4bf1ee1-039f-43c5-a0c3-8abe4baf90bb,GMAP,T280,Special Topics in Game Art and Production,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
7faa3a83-26f8-4d3f-a853-7ea50c2537df,GMAP,T380,Special Topics in Game Art and Production,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
66b9e9f5-9a42-4216-a0ff-7f1977e552bd,GMAP,T480,Special Topics in Game Art and Production,3.0,,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
f1458fc8-ee9a-4428-a96a-9277646b6a9a,VSCM,100,Computer Imaging I,3.0,,"This course explores current potentials, limitations, and issues related to use of computer software for design applications. Projects include graphics creation and manipulation; image acquisition, creation and manipulation; text creation and manipulation; typography; input and output options and control; hardware/software/system fundamentals; and troubleshooting.",False,Not repeatable for credit,
23e89ed4-2496-4584-a650-a93c3e2d7d90,VSCM,140,Calligraphy,3.0,0.0-3.0,"Covers the skills and understanding of letterforms as geometry and type, development of hand/eye skill in letter-forming, investigation of solids and voids, and use of traditional and modern tools and materials. Studio.",False,Not repeatable for credit,
8953a64f-5a4b-41e3-831c-308610d9a0fd,VSCM,200,Computer Imaging II,3.0,,Provides continued study of electronic imaging with emphasis on Graphic Design process for print and screen design.,False,Not repeatable for credit,
4c7e4a70-6f5a-4b52-a858-7a6acc5a00da,VSCM,220,Web Graphics I,4.0,,"This course focuses on the concepts, issues and techniques related to the design of Websites. Emphasis is on the design and hierarchy of a website. Students will utilize HTML, XHTML, basic JavaScript, dynamic HTML, and Cascading Style Sheets (CSS) skills.",False,Not repeatable for credit,
9c434b1b-e304-4830-a799-a252fc76e620,VSCM,221,Web Graphics II,4.0,,Continues VSCM 220. Increases the complexity and scope of the art direction and design for web graphics. Students will focus on professional quality web pages using dedicated software that adheres to current industry standards.,False,Not repeatable for credit,
72039757-9fe5-4a6c-829d-3f276072f06b,VSCM,231,Visual Communication II,4.0,0.0-4.0,"Continues VSCM 230. Covers corporate identity and explores logo development using the pictoral mark, typographic solution, and abstract interpretation as symbols of identity.",False,Not repeatable for credit,Cannot enroll if classification is Freshman
d50e3c13-1908-42cf-9f7e-dc3d0dee798c,VSCM,232,Visual Communication III,4.0,0.0-4.0,"Examines problems in graphic design on the relationship between designer and client, including solving specific situations of image-making with emphasis on the total identity of an organization, firm, or publication. Involves extensive exploration of color and imagery. Studio.",False,Not repeatable for credit,
b2d69622-f2cf-4581-b041-c8d304add51c,VSCM,240,Typography I,3.0,,"Uses the history of type as the backdrop for the introduction to the art and craft of conventional through state-of-the-art typesetting as well as the creative and extraordinary use of type. Focuses on the letter, word, and sentence. Studio/lecture.",False,Not repeatable for credit,
0ad369f3-bc82-4627-bd24-cf7f5a47de0f,VSCM,241,Production,3.0,0.0-3.0,Covers traditional and electronic means of print production. Explores alternate means of production and various printing and output methods. Studio.,False,Not repeatable for credit,
f7df5767-2f3a-4bd7-9ef3-28fd27cbeead,VSCM,242,Typography II,3.0,,"Continues VSCM 240. Broadens the scope to deal with the paragraph and the typeset page, with increased attention to the importance of subtleties and refinements. Explores the differing requirements of type in relationship to pictorial images.",False,Not repeatable for credit,
d56196eb-788f-471f-96b8-4d0ea1dc9215,VSCM,247,On Screen Typography,3.0,,This course develops a visual sensitivity to typographical compositions on screen while expanding knowledge of current technologies.,False,Not repeatable for credit,Can enroll if major is DIGM or major is GRDS.
932c8f49-de4a-4c54-9c7a-721bfb314473,VSCM,322,Motion Graphics I,4.0,,"This course focuses on the concepts, issues and techniques related to the design of Websites. Emphasis is on the design and hierarchy of a website. Students will utilize HTML, XHTML, basic JavaScript, dynamic HTML, and Cascading Style Sheets (CSS) skills.",False,Not repeatable for credit,
d2c64b23-7b95-47ba-a3ad-19b98872a334,VSCM,332,Visual Communication IV,4.0,,This course focuses on techniques and methods of advanced problem solving and exploration of extended identity systems. Students learn to analyze conceptual and contextual relationships pertinent to any visual communication assignment.,False,Not repeatable for credit,
fea23109-a3bd-40cf-9c63-81979f34fdb1,VSCM,333,Visual Communication V,4.0,,"This course focuses on information graphics, including signage, environmental graphic design, and exhibit design. Information graphics are graphic visual representations of information, data or knowledge. These graphics present complex information quickly and clearly. Studio.",False,Not repeatable for credit,
34e21e24-72cb-4625-9173-3a322a0883bb,VSCM,340,Typography III,3.0,,Typography III concentrates on the exploration and management of large blocks of text in specific design problems. Special emphasis will be placed on the style and readability of typographic treatments.,False,Not repeatable for credit,
dd5ed702-c46a-4098-b55a-92714d58b224,VSCM,345,IKI: Tamagawa-Drexel Exchange,3.0,,"The 12-day program is open to all University students and entails a collaboration between Drexel students and Tamagawa students in Japan as well as at Drexel (Philadelphia). In Japan, students will survey and experience the true Japan by visiting exceptional sites that exemplify the old and the new world of Japanese culture and life. The trip will balance visits between the everyday/industries and cultural sites/museums to capture a comprehensive understanding of the Japanese “IKI.” In Philadelphia, each group (made of Tamagawa and Drexel students) will conduct on-site research in historical and cultural venues and neighborhoods. Students will learn about immigration history, changing cultures over generations, and the challenges that diverse communities face.",False,Not repeatable for credit,
2b7e7adc-637e-4c37-ad7f-39b8a24eb13c,VSCM,350,Graphic Design: 20th Century and Beyond,3.0,,Concentrates on impact and significance of the graphic design profession in society through the history and movements of the profession and the work of 20th-century masters of visual communication. Students will analyze conceptual and contextual relationships and develop greater awareness of stylistic content and its relevance to the culture.,True,Not repeatable for credit,Can enroll if classification is Junior or Senior.
4405693d-91d7-45d6-937b-60ca78f894e7,VSCM,360,Design on Site,3.0,,"Weekly visits to studios of various design disciplines such as small graphic design offices, environmental graphic design firms, advertising agencies, book and magazine publishers, and website developers. A written report is due at the end of the term.",False,Not repeatable for credit,Can enroll if major is GRDS.
1e4f0d88-814c-4edc-a380-2ada1256092c,VSCM,370,Experimental Publication Design,3.0,,"This course concentrates on exploring alternative formats and unique delivery systems for the transfer of information. Special emphasis is placed on developing appropriate imagery for the defined readership, formatting, the use of a comprehensive grid system and the development of a wayfinding system for the publication. The course will build a greater awareness of proportion, readability and information transfer, and will reinforce the use of color as a visual communication tool.",False,Not repeatable for credit,
f288677f-6f00-417c-8d4a-7e064486d620,VSCM,430,Visual Communication VI,4.0,,"Continues VSCM 333. Explores three-dimensional graphic design processes and techniques for communication, including problems of scale, material, form, and function. Emphasizes package design. Includes point-of-purchase design. Studio.",False,Not repeatable for credit,
4128e56f-05d3-4ef3-abc5-11b59539ded5,VSCM,440,Book Design,4.0,,"Investigates design of books, from their pre-Gutenberg origins to contemporary technology of design, binding, paper, and finishing. Includes multiple page formats, production grids, and sequential images. Lecture/studio.",False,Not repeatable for credit,
1a6380c1-e628-40f3-9dfb-16e76f9f9947,VSCM,450,Professional Portfolio,3.0,,"Focuses on the preparation of a professional Graphic Design portfolio. A critical process that includes the screening of completed projects, reworking or expanding projects, and reconstructing/creating final portfolio components. A formal interview presentation of the portfolio is also explored and refined.",False,Not repeatable for credit,Can enroll if major is GRDS.
54426867-993a-4703-8105-83f29eb1a305,VSCM,460,Professional Practice,3.0,,"Covers running a design office, including basic contracts, fee structures, and the design process. Explores types of design offices; working with suppliers, printers, photographers, and illustrators; scheduling; resumes and portfolios; taxes; and marketing of graphic design services. Lecture/field work.",False,Not repeatable for credit,
bff81754-c184-4625-a087-706edbe474b0,IDM,T180,Special Topics in Interactive Digital Media,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
98bc9803-53c1-4e7e-b770-90218693b30f,VSCM,478,Graphic Design Seminar: Advanced Techniques,3.0,,"An exploration for the subtleties that distinguish excellence in graphic design print, web and motion venues. Selections include: Advanced Typography and Electronic Portfolio.",False,Can be repeated 3 times for 9 credits,
3172d55b-0648-49a5-8034-9d35fbc89de8,VSCM,479,Graphic Design Seminar: Advanced Media,3.0,,An exploration of advanced media development in Graphic Design as relevancy and currency demands. Selections include: Illustration I and II and Bookmaking.,False,Can be repeated 3 times for 12 credits,Can enroll if major is GRDS.
465b2ad1-c18c-4eba-953d-f4401770bb0b,VSCM,485,Annual Report Design,3.0,,Development and analysis of the corporate annual report as a graphic design concept and as a developed marketing tool.,False,Not repeatable for credit,
be7ebb62-aad4-413f-a8c8-a63089a8708f,VSCM,496,Senior Capstone,3.0,,"Requires each student to define a problem and set a goal and strategies, develop a concept, and carry out a solution. Divides time among research, design, thematic development, and final presentation. Requires instructor approval of study.",False,Not repeatable for credit,
389f7aad-ca5d-44c5-bd24-8c16beb4e8cf,VSCM,I199,Independent Study in Graphic Design,12.0,0.0-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
12893a48-05d1-443b-ab52-f52d178bbf43,VSCM,I299,Independent Study in Graphic Design,12.0,0.0-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
bfbe0161-ed17-4cba-8a54-db7aed05c79b,VSCM,I399,Independent Study in Graphic Design,12.0,0.5-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
327a9683-8494-46f3-9c84-910afa88b110,VSCM,I499,Independent Study in Graphic Design,12.0,0.0-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
28590040-f43f-4983-9223-bead17ee54a2,VSCM,T180,Special Topics in Graphic Design,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
9e2a32ea-3caa-460e-bde8-245fd295cd00,VSCM,T280,Special Topics in Graphic Design,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
c31e84aa-4cfe-4299-a20e-2835a8cf22bf,VSCM,T380,Special Topics in Graphic Design,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
5f350bce-76a5-4a50-9aa7-9d434f702fe0,VSCM,T480,Special Topics in Graphic Design,12.0,0.0-12.0,Topics decided upon by faculty will vary within the area of study.,False,Can be repeated multiple times for credit,
205437a9-57ca-4773-913b-38f95d2bb8f1,IDM,100,Introduction to Web Development,3.0,,This is an entry level course for non-interactive digital media majors that introduces students to the process of managing online content as well as how to define the presentation styles and interaction modes for the user through the use of a content management system.,False,Not repeatable for credit,
b0becbc9-0821-434c-b283-f72ff985b252,IDM,101,History of Web Development,3.0,,"This course explores all aspects of web development including the foundations of web technologies, formulation of web standards and how the individual web surfer's wants and needs have changed over time. Also discussed will be ground-breaking websites and the evolution of interface design for the web.",False,Not repeatable for credit,
034611a5-5165-4b53-9a85-1a1232290bfe,IDM,211,User Interface Design I,3.0,,"This course covers the design, prototyping, and evaluation of graphical user interfaces by exploring topics like human capabilities, input technologies, heuristic evaluation, and design methods, principles and rules. We will learn how to design aesthetically pleasing user interfaces, covering important design principles (learnability, visibility, error prevention, efficiency, and visual design) and the human capabilities that motivate them (including perception, motor skills, color vision, attention, and human error).",False,Not repeatable for credit,
b38b6a06-50c2-48ac-95d5-0dabc28e14f0,IDM,212,User Interface Design II,3.0,,"This course builds upon the topics covered in User Interface Design I by exploring advanced topics of graphical user interface design for desktop, mobile, and touch screen devices.",False,Not repeatable for credit,
1645686b-7c23-4086-a3f9-acaee866ae32,IDM,213,Interaction Design,3.0,,"This course is a study of interaction design. You will explore principles, patterns and process for interaction design, define the structure and behavior of interactive systems and how these can be used to create meaningful relationships between people and the products and services that they use.",False,Not repeatable for credit,
1ba8c675-701e-4a24-b646-4d8b6fb5ac4e,IDM,214,Human Factors Engineering,3.0,,"Discusses ways of applying psychological and physiological principles to the design of interactive systems, products, processes, and systems to address human capabilities and limitations in ways that ensure safety, effectiveness, and ease of use.",False,Not repeatable for credit,
09203c1b-68dd-4067-bd02-304d1c104b6a,IDM,215,User Experience Design I,3.0,,"In this course, students learn to identify and implement the elements required to create incredible digital experiences. Through the application of user-centered design practices, students will develop predictive and enjoyable designs based on a holistic consideration of users’ experience. Topics covered in this course include brand personality, research strategies, content strategy, information architecture, and usability.",False,Not repeatable for credit,
8271249a-a5c2-403e-b735-73028fbb706f,IDM,216,User Experience Design II,3.0,,This course focuses on taking prototypes from User Design I and creating fully functioning web apps. Students will create and execute a full production pipeline and learn to incorporate User Design practices along the way.,False,Not repeatable for credit,
a83df26e-10da-457e-b5e2-cec9cb42f907,IDM,221,Web Design I,3.0,,"This course is a comprehensive overview of the design, creation, delivery and maintenance of functional, standards-based content on the Internet. Students will learn the aesthetics of web design alongside the underlying markup languages. They will critically evaluate web design quality, learn how to create and maintain quality web sites, and learn about accessibility and web design standards, and why they are important.",False,Not repeatable for credit,
270507f9-811f-45bf-b1d8-b91e9e84ad14,IDM,222,Web Design II,3.0,,This course builds upon the topics covered in Web Authoring I by exploring advanced web development topics and current industry best practices.,False,Not repeatable for credit,
be5cc102-5070-46f2-a537-19eebf4b96c7,ITAL,102,Italian II,4.0,,Continues ITAL 101.,False,Not repeatable for credit,
db44965f-d7d9-4c49-9a01-5aaacfb2e2f9,IDM,231,Scripting for Interactive Digital Media I,3.0,,"This course explores modern client-side scripting languages that interact with the user, control the browser, communicate asynchronously, and alter document content and functionality.",False,Not repeatable for credit,
5fa4639a-56c6-452a-b37f-ddf6646acb63,IDM,232,Scripting for Interactive Digital Media II,3.0,,"This course explores modern server-side technologies for Internet based delivery of dynamic content that connect to and manipulate database content. Students learn how to build interactive, data-driven products.",False,Not repeatable for credit,
bf34963d-56a7-456c-ba79-ea467540bd48,IDM,240,Interactive Graphics,3.0,,"In this course, students learn how to use modern development techniques to create responsive and scalable two-dimensional graphics with support for interactivity and dynamic animation. Topics include styling and transforming vector graphics, raster graphics, and text where the implementation takes future growth into consideration.",False,Not repeatable for credit,
0c4efcce-5d31-4a3f-8587-b2836f0cc1dd,IDM,241,Microinteractions,3.0,,"In this course, students learn to identify and implement the elements required to create incredible digital experiences. Through the application of user-experience design practices, students will develop predictive and enjoyable interactive designs based on a holistic consideration of users’ experience. Topics covered in this course include brand personality, content strategy, information architecture, and usability.",False,Not repeatable for credit,
5622da81-750d-400a-bea2-db473d4dff78,IDM,245,Web Game Design,3.0,,Examines multimedia-authoring tools used to create interactive games. Students learn real world production techniques as they master advanced game design concepts.,False,Not repeatable for credit,
4b0227b2-1d37-481c-8b05-95cd4f76507a,IDM,250,Content Management Systems,3.0,,"Students set up a content management system and develop a custom theme. Includes project planning, organizing and maintaining a quality code base.",False,Not repeatable for credit,
c229a706-0f31-4ab0-b375-dfca86b109fe,IDM,311,User Interface Design for Immersive Media,3.0,,"This course explores the nature of user interface design when applied to immersive media hardware, including Virtual Reality and Augmented Reality headsets.",False,Not repeatable for credit,
c6fcebf7-f59e-4b6b-8a0f-db563a11a2f2,IDM,331,WebVR,3.0,,This course explores ways to deliver virtual reality experiences via a web browser.,False,Not repeatable for credit,
032b700d-cc2b-46b1-8f04-2bd884213319,IDM,361,Interactive App Design I,3.0,,"Focuses on creating user experiences optimized for mobile devices. Students learn to build unique web applications that take advantage modern mobile capabilities. Special consideration is given to limited screen real estate, low bandwidth Internet access, no Internet access, and touch screen devices.",False,Not repeatable for credit,
71cf83f3-0424-40c5-b8d5-d3eefa1a07bf,IDM,362,Interactive App Design II,3.0,,This course builds upon the topics covered in Mobile Interactive Design I by exploring how to convert web-based applications into cross-platform native applications for mobile devices. Special consideration is given to incorporating functionality that is currently unavailable in web-based applications.,False,Not repeatable for credit,
7d2fd2c5-600f-4395-9410-b0893379efe1,IDM,363,Interactive App Design III,3.0,,This course explores ways to deliver and test native mobile application prototypes using IDE’s (integrated Development Environments).,False,Not repeatable for credit,
0abb4311-e5d9-4a58-b310-c9ff23630c47,IDM,364,Interactive App Design IV,3.0,,Learn how to build and test dynamic web application prototypes using event driven JavaScript languages.,False,Not repeatable for credit,
6178bbad-2200-4336-9aae-d1ba62faa509,IDM,371,Interactive Digital Media Workshop I,3.0,,"This course explores the developing or redesigning a successful interactive digital experience. Students work in team environments to analyze project requirements, develop a strategy for development, and utilize their design skills to present their findings to the client.",False,Not repeatable for credit,
a1d6ba0a-651c-42c7-be15-55d9815146b9,IDM,372,Interactive Digital Media Workshop II,3.0,,This course builds upon the topics covered in Interactive Digital Media Workshop II by continuing to work in a team environment to building a high-fidelity interactive digital media prototype with a focus on usability testing.,False,Not repeatable for credit,
d4b3afc2-4889-42e1-b3ad-df9b1bd9e150,IDM,381,Experimental Interactive Technologies,3.0,,This course focuses on researching new innovations in experimental digital media technologies.,False,Not repeatable for credit,
2b339916-3970-429c-8e37-ceeee13682a9,IDM,382,Internet of Things,3.0,,This course uses an open approach to enable quick and seamless interactions with physical objects and locations via web protocols.,False,Not repeatable for credit,
ffcb3ec6-e73e-41c3-9ad5-b760428f87ef,IDM,401,Professional Practices in Interactive Digital Media,3.0,,"This course will provide a broad overview of the practices of all areas included in the fields related to interactive digital media, including: organizational structure and roles, client communication and creative process, needs assessment, brief writing, brainstorming, concept development, pitches, pricing, proposals and presentations.",False,Not repeatable for credit,
ed39376b-974e-4fee-b59a-4b3f4a69e0e2,IDM,402,Validating Product Ideas,3.0,,"This course will teach you how to design, implement, and measure multichannel experiences with greater impact for customers, businesses, and society.",False,Not repeatable for credit,
49e3e380-3543-4549-bad3-e8f0ba924e92,IDM,417,User Research Methodologies,3.0,,"Understanding the user is the fundamental backbone of User Experience Design. This course will teach students how to construct, implement and analyze user interviews in a way that will allow them to gain deep insights into their target audience.",False,Not repeatable for credit,
80ec3c1f-1bf4-4320-88b3-a0fc982c0d1c,IDM,418,Storytelling for User Experience Design,3.0,,"Students will learn how to use stories to understand the user, his/her goals and objectives, explain research, and describe design concepts.",False,Not repeatable for credit,
f2dcb226-36e9-4b08-9905-db45f55dc820,IDM,I399,Independent Study in Interactive Digital Media,12.0,0.5-12.0,Self-directed within the area of study requiring intermittent consultation with a designated instructor.,False,Can be repeated multiple times for credit,
327825d1-4f52-4654-a580-438a13e1d30b,ITAL,103,Italian III,4.0,,Continues ITAL 102.,False,Not repeatable for credit,
663e98af-0938-4362-9603-61b1f064c850,INTR,160,Visualization I: Computer Imaging,3.0,,An introductory course that explores the use of proprietary computer applications for communications and the preparation of visual materials in Interior Design. The course introduces and reinforces classic design principles for expert visual communication of ideas through digital techniques from an Interior Design perspective.,False,Not repeatable for credit,
79d5648f-95d5-419f-b353-c74c71472589,INTR,200,History of Modern Architecture and Interiors,3.0,,"Covers development of modern architecture and interiors in the 19th and 20th centuries. Develops a vocabulary for discussing architecture; an understanding of how various factors affect design; and a familiarity with names, movements, and buildings that are part of historical development.",False,Not repeatable for credit,
59c800fb-4a15-45ad-a2cd-85e932728370,INTR,211,Textiles for Interiors,3.0,,This course is a comprehensive introduction to textiles and their use in the interior design profession.,False,Not repeatable for credit,Cannot enroll if classification is Freshman
aa69506e-c95b-440f-8561-358251610568,INTR,220,Visualization II: Orthographic,3.0,,"This course explores design communication skills through hand drawing and model building exercises. Orthographic drawing skills are developed through investigation of plan, section, elevation and three dimensional drawings.",False,Not repeatable for credit,
de79f234-52c7-4726-878c-2d1442b90101,INTR,225,Environmental Design Theory,3.0,,"This course introduces design students to the relationship between people and the build environment. Understanding how people perceive, interact with, and are affected by their surroundings through readings and design exercieses make evident the significance of the psychological, pyshicological, social and cultural concepts of environmental behavior as an integral part of the designed environment.",False,Not repeatable for credit,Cannot enroll if classification is Freshman
81c1c398-4264-4706-b38e-d247fb21d2be,INTR,231,Structure,4.0,,Investigates structure as an organizing principle in design by man and nature. Explores the basic objective and subjective relationships between form and function. Includes professionally juried presentations.,False,Not repeatable for credit,
3254d66e-aa9a-4ba3-b320-7195a4bd1b70,INTR,241,Visualization III: Digital,3.0,,An intensive introduction to two and three dimensional drawing and visualization through the computer. This course explores orthographic and perspective drawing conventions and techniques from a digital perspective.,False,Not repeatable for credit,
8f619f1e-bff3-453e-9a38-809fcae74972,INTR,245,Visualization IV: 3D Modeling,3.0,,"An intensive introduction to advanced modeling and rendering software. Students will explore lighting, materiality, advanced form and spatial experience through realistic three-dimensional digital models.",False,Not repeatable for credit,Cannot enroll if classification is Freshman
65d7b1d0-8f00-4091-8bf9-7a3181b53717,INTR,250,Interior Materials,3.0,,"Introduces basic construction materials and how they may be used successfully by the interior designer. Includes sample materials, visual aids, and guest speakers.",False,Not repeatable for credit,Cannot enroll if classification is Freshman
