"id","prereq"
"33104","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"33106","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"33107","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"33108","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"33109","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"33110","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30041","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30042","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30043","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30215","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30113","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30589","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30097","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30098","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30781","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30044","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30976","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30977","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30040","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30096","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or CHEM 108  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30823","CHEM 102  Minimum Grade: C- or CHEM 122  Minimum Grade: C-"
"30824","CHEM 102  Minimum Grade: C- or CHEM 122  Minimum Grade: C-"
"30825","CHEM 102  Minimum Grade: C- or CHEM 122  Minimum Grade: C-"
"30822","CHEM 102  Minimum Grade: C- or CHEM 122  Minimum Grade: C-"
"30826","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30937","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30046","CHEM 230  Minimum Grade: D  (CHEM 230  may be taken concurrently with CHEM 231)"
"30047","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D )"
"30733","CHEM 241  Minimum Grade: D"
"34891","CW 550  Minimum Grade: B"
"30255","CHEM 241  Minimum Grade: D and CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 244)"
"30827","CHEM 241  Minimum Grade: D and CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 244)"
"35233","CHEM 241  Minimum Grade: D and CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 244)"
"30282","CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 245) and CHEM 244  Minimum Grade: D"
"31945","CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D ) and MATH 200  Minimum Grade: D"
"30049","CHEM 241  Minimum Grade: D  (CHEM 241  may be taken concurrently with CHEM 356)"
"31237","CHEM 241  Minimum Grade: D  (CHEM 241  may be taken concurrently with CHEM 356)"
"30073","CHEM 241  Minimum Grade: D  (CHEM 241  may be taken concurrently with CHEM 356)"
"30675","CHEM 357  Minimum Grade: D and (CHEM 253  Minimum Grade: D or CHEC 352  Minimum Grade: D )"
"30674","CHEM 357  Minimum Grade: D and (CHEM 253  Minimum Grade: D or CHEC 352  Minimum Grade: D )"
"31051","CHEM 243  Minimum Grade: D or CHEM 249  Minimum Grade: D"
"30115","CHEM 420  Minimum Grade: D"
"31463","CHEM 422  Minimum Grade: D  (CHEM 422  may be taken concurrently with CHEM 425)"
"31464","CHEM 422  Minimum Grade: D  (CHEM 422  may be taken concurrently with CHEM 425)"
"31462","CHEM 422  Minimum Grade: D  (CHEM 422  may be taken concurrently with CHEM 425)"
"30828","CHEM 253  Minimum Grade: D or CHEC 352  Minimum Grade: D or ENGR 210  Minimum Grade: D"
"30114","CHEM 561  Minimum Grade: B or CHEM 562  Minimum Grade: B"
"34871","CHEM 555  Minimum Grade: C"
"32901","Chinese Language Experience   Minimum Grade: N or WebCape Chinese Placement Exam   Minimum Grade: 0"
"32903","CHIN 101  Minimum Grade: D or WebCape Chinese Placement Exam   Minimum Grade: 151"
"34767","CHIN 103  Minimum Grade: D or WebCape Chinese Placement Exam   Minimum Grade: 400"
"34059","CHIN 201  Minimum Grade: D or WebCape Chinese Placement Exam   Minimum Grade: 600"
"30095","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30125","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30203","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30204","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30134","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30247","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30462","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31206","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31207","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31208","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31749","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31904","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31905","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"32069","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31750","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31751","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"33258","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"33967","ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31358","COM 160  Minimum Grade: D"
"33259","COM 160  Minimum Grade: D or COM 260  Minimum Grade: D"
"32754","ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31761","ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"31762","ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"33260","ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"33969","ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30889","COM 181  Minimum Grade: D"
"30833","COM 282  Minimum Grade: D"
"31906","ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D"
"30010","ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C"
"30105","ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C"
"30102","ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C"
"30463","ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C"
"33970","ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C"
"33971","COM 260  Minimum Grade: D or COM 261  Minimum Grade: D"
"30679","HUM 103  Minimum Grade: D or HUM 105  Minimum Grade: A or HUM 108  Minimum Grade: D or ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"31202","HUM 103  Minimum Grade: D or HUM 105  Minimum Grade: A or HUM 108  Minimum Grade: D or ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"31211","HUM 103  Minimum Grade: D or HUM 105  Minimum Grade: A or HUM 108  Minimum Grade: D or ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"33973","COM 260  Minimum Grade: D or COM 160  Minimum Grade: D"
"31422","COM 284  Minimum Grade: D and COM 286  Minimum Grade: D and COM 248  Minimum Grade: D"
"33381","COM 210  Minimum Grade: D"
"30863","COM 491  Minimum Grade: D"
"31781","COM 541  Minimum Grade: B"
"34660","COM 541  Minimum Grade: B"
"34880","CW 550  Minimum Grade: B"
"34881","CW 550  Minimum Grade: B"
"34882","CW 550  Minimum Grade: B"
"34883","CW 550  Minimum Grade: B"
"34884","CW 550  Minimum Grade: B"
"34885","CW 550  Minimum Grade: B"
"34886","CW 550  Minimum Grade: B"
"34887","CW 550  Minimum Grade: B"
"34888","CW 550  Minimum Grade: B"
"34889","CW 550  Minimum Grade: B"
"34893","CW 550  Minimum Grade: B"
"34894","CW 550  Minimum Grade: B"
"32537","CW 600  Minimum Grade: B and (CW 601  Minimum Grade: B or CW 601  Minimum Grade: CR )"
"32538","CW 600  Minimum Grade: B and (CW 601  Minimum Grade: B or CW 601  Minimum Grade: CR )"
"34895","CW 556  Minimum Grade: B"
"34896","CW 690  Minimum Grade: B or CW 690  Minimum Grade: CR"
"34897","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34898","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34899","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34900","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34901","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34902","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34903","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34904","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34905","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34906","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34907","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34908","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34909","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34910","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34911","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34912","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34913","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"34914","CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR"
"31917","CJS 300  Minimum Grade: C"
"30151","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"33981","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"30806","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"31501","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"30152","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"32539","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"32540","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"32541","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"32542","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"32946","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"32947","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"33598","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"32948","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"30554","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"30150","ENGL 101  Minimum Grade: D or AP English Language & Comp   Minimum Grade: 4 or AP English Literature & Comp   Minimum Grade: 4"
"33982","ENGL 102  Minimum Grade: D"
"34141","ENGL 102  Minimum Grade: D"
"30322","ENGL 102  Minimum Grade: D"
"30267","ENGL 102  Minimum Grade: D"
"30155","ENGL 102  Minimum Grade: D"
"30185","ENGL 102  Minimum Grade: D"
"30975","ENGL 102  Minimum Grade: D"
"32951","ENGL 102  Minimum Grade: D"
"32952","ENGL 102  Minimum Grade: D"
"32954","ENGL 102  Minimum Grade: D"
"34232","ENGL 102  Minimum Grade: D"
"34831","ENGL 102  Minimum Grade: D"
"34829","ENGL 102  Minimum Grade: D"
"34830","ENGL 102  Minimum Grade: D"
"30169","ENGL 102  Minimum Grade: D"
"30154","ENGL 102  Minimum Grade: D"
"30500","ENGL 102  Minimum Grade: D"
"30159","ENGL 102  Minimum Grade: D"
"32955","ENGL 102  Minimum Grade: D"
"30503","ENGL 102  Minimum Grade: D"
"30504","ENGL 102  Minimum Grade: D"
"30505","ENGL 102  Minimum Grade: D"
"30506","ENGL 102  Minimum Grade: D"
"30507","ENGL 102  Minimum Grade: D"
"30508","ENGL 102  Minimum Grade: D"
"30509","ENGL 102  Minimum Grade: D"
"30510","ENGL 102  Minimum Grade: D"
"31096","ENGL 102  Minimum Grade: D"
"30511","ENGL 102  Minimum Grade: D"
"30512","ENGL 102  Minimum Grade: D"
"30530","ENGL 102  Minimum Grade: D"
"30531","ENGL 102  Minimum Grade: D"
"30532","ENGL 102  Minimum Grade: D"
"33599","ENGL 102  Minimum Grade: D"
"30853","ENGL 102  Minimum Grade: D"
"32543","ENGL 102  Minimum Grade: D"
"30309","ENGL 102  Minimum Grade: D"
"30310","ENGL 102  Minimum Grade: D"
"32544","ENGL 102  Minimum Grade: D"
"32545","ENGL 102  Minimum Grade: D"
"30160","ENGL 102  Minimum Grade: D"
"30186","ENGL 102  Minimum Grade: D"
"30311","ENGL 102  Minimum Grade: D"
"30346","ENGL 102  Minimum Grade: D"
"30312","ENGL 102  Minimum Grade: D"
"32546","ENGL 102  Minimum Grade: D"
"30314","ENGL 102  Minimum Grade: D"
"30805","ENGL 102  Minimum Grade: D"
"30315","ENGL 102  Minimum Grade: D"
"34231","ENGL 102  Minimum Grade: D"
"32956","ENGL 102  Minimum Grade: D"
"32548","ENGL 102  Minimum Grade: D"
"30316","ENGL 102  Minimum Grade: D"
"30317","ENGL 102  Minimum Grade: D"
"32957","ENGL 102  Minimum Grade: D"
"30319","ENGL 102  Minimum Grade: D"
"30320","ENGL 102  Minimum Grade: D"
"30321","ENGL 102  Minimum Grade: D"
"30608","ENGL 102  Minimum Grade: D"
"30854","ENGL 102  Minimum Grade: D"
"30607","ENGL 102  Minimum Grade: D"
"30323","ENGL 102  Minimum Grade: D"
"32549","ENGL 102  Minimum Grade: D"
"32550","ENGL 102  Minimum Grade: D"
"30268","ENGL 102  Minimum Grade: D"
"32551","ENGL 102  Minimum Grade: D"
"32959","ENGL 102  Minimum Grade: D"
"33601","ENGL 102  Minimum Grade: D"
"30269","ENGL 102  Minimum Grade: D"
"30502","ENGL 102  Minimum Grade: D"
"32960","ENGL 102  Minimum Grade: D"
"30519","ENGL 102  Minimum Grade: D"
"30520","ENGL 102  Minimum Grade: D"
"32961","ENGL 102  Minimum Grade: D"
"32962","ENGL 102  Minimum Grade: D"
"32963","ENGL 102  Minimum Grade: D"
"30153","ENGL 102  Minimum Grade: D"
"32968","ENGL 102  Minimum Grade: D"
"33602","ENGL 102  Minimum Grade: D"
"34849","ENGL 102  Minimum Grade: D"
"32969","ENGL 111  Minimum Grade: D"
"31838","ENGL 112"
"31840","ENGL 112"
"32970","ENGL 112"
"31839","ENGL 112"
"31841","ENGL 112"
"31842","ENGL 112"
"32972","ENGL 112"
"32554","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"34050","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"31775","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"33790","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"33604","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"31502","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"32973","ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"34051","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"31999","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"31359","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"34053","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"33606","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"33607","ENGL 103  Minimum Grade: D or ENGL 113  Minimum Grade: D or ENGL 105  Minimum Grade: A"
"30991","ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: D"
"30931","BIO 100  Minimum Grade: D or BIO 101  Minimum Grade: D or BIO 107  Minimum Grade: D or BIO 109  Minimum Grade: D or BIO 124  Minimum Grade: D or BIO 132  Minimum Grade: D or BIO 141  Minimum Grade: D"
"30932","BIO 100  Minimum Grade: D or BIO 101  Minimum Grade: D or BIO 107  Minimum Grade: D or BIO 109  Minimum Grade: D or BIO 124  Minimum Grade: D or BIO 132  Minimum Grade: D or BIO 141  Minimum Grade: D"
"30933","BIO 100  Minimum Grade: D or BIO 101  Minimum Grade: D or BIO 107  Minimum Grade: D or BIO 109  Minimum Grade: D or BIO 124  Minimum Grade: D or BIO 132  Minimum Grade: D or BIO 141  Minimum Grade: D"
"32153","BIO 100  Minimum Grade: D or BIO 101  Minimum Grade: D or BIO 107  Minimum Grade: D or BIO 109  Minimum Grade: D or BIO 124  Minimum Grade: D or BIO 132  Minimum Grade: D or BIO 141  Minimum Grade: D"
"30934","BIO 100  Minimum Grade: D or BIO 101  Minimum Grade: D or BIO 107  Minimum Grade: D or BIO 109  Minimum Grade: D or BIO 124  Minimum Grade: D or BIO 132  Minimum Grade: D or BIO 141  Minimum Grade: D"
"30522","BIO 126  Minimum Grade: D or BIO 141  Minimum Grade: D or BIO 101  Minimum Grade: D or BIO 109  Minimum Grade: D or BIO 133  Minimum Grade: D"
"30935","ENVS 442  Minimum Grade: D"
"34621","ENVR 511  Minimum Grade: C or ENVS 511  Minimum Grade: C"
"30721","French Language Experience   Minimum Grade: N or WebCape French Placement Exam   Minimum Grade: 0"
"30060","FREN 101  Minimum Grade: D or WebCape French Placement Exam   Minimum Grade: 180"
"32907","FREN 201  Minimum Grade: D"
"31270","FREN 202  Minimum Grade: D"
"34810","FREN 310  Minimum Grade: D"
"34768","German Language Experience   Minimum Grade: N or WebCape German Placement Exam   Minimum Grade: 0"
"34064","GER 101  Minimum Grade: D or WebCape German Placement Exam   Minimum Grade: 231"
"30064","Italian Language Experience   Minimum Grade: N or WebCape Italian Placement Exam   Minimum Grade: 0"
"34061","ITAL 102  Minimum Grade: D or WebCape Italian Placement Exam   Minimum Grade: 251"
"32908","Japanese Language Experience   Minimum Grade: N"
"32909","Japanese Language Experience   Minimum Grade: N"
"32910","JAPN 101  Minimum Grade: D"
"32911","JAPN 102  Minimum Grade: D"
"31052","JAPN 103  Minimum Grade: D"
"31488","JAPN 201  Minimum Grade: D"
"32326","JAPN 202  Minimum Grade: D"
"33590","JAPN 310  Minimum Grade: D"
"32912","Korean Language Experience   Minimum Grade: N"
"32913","Korean Language Experience   Minimum Grade: N"
"32914","KOR 101  Minimum Grade: D"
"32915","KOR 102  Minimum Grade: D"
"32151","KOR 201  Minimum Grade: D"
"30581","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"30582","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"30583","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"30584","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"30585","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"30587","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"30588","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"34723","MATH 100  Minimum Grade: C- or DU Math 101 Placement Exam   Minimum Grade: 070 or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"31120","MATH 101  Minimum Grade: D or MATH 171  Minimum Grade: C-"
"31122","MATH 101  Minimum Grade: D or MATH 171  Minimum Grade: C-"
"31123","MATH 101  Minimum Grade: D or MATH 171  Minimum Grade: C-"
"31124","MATH 101  Minimum Grade: D or MATH 171  Minimum Grade: C-"
"31125","MATH 101  Minimum Grade: D or MATH 171  Minimum Grade: C-"
"31126","MATH 101  Minimum Grade: D or MATH 171  Minimum Grade: C-"
"30618","MATH 100  Minimum Grade: D or MATH 101  Minimum Grade: D or DU Math 101 Placement Exam   Minimum Grade: 070"
"30688","MATH 100  Minimum Grade: C or DU Calc Placement Exam   Minimum Grade: 060 or Elements of College Algebra   Minimum Grade: P or Elem of Coll Alg (For Precalc)   Minimum Grade: P"
"31238","MATH 116  Minimum Grade: C-"
"31239","MATH 116  Minimum Grade: C-"
"34724","MATH 116  Minimum Grade: C-"
"30202","MATH 110  Minimum Grade: C- or MATH 105  Minimum Grade: C- or DU Calc Placement Exam   Minimum Grade: 070 or Elements of Precalculus   Minimum Grade: P"
"30401","MATH 110  Minimum Grade: C- or MATH 105  Minimum Grade: C- or DU Calc Placement Exam   Minimum Grade: 070 or Elements of Precalculus   Minimum Grade: P"
"30670","MATH 110  Minimum Grade: C- or MATH 105  Minimum Grade: C- or DU Calc Placement Exam   Minimum Grade: 070 or Elements of Precalculus   Minimum Grade: P"
"30669","MATH 110  Minimum Grade: C- or MATH 105  Minimum Grade: C- or DU Calc Placement Exam   Minimum Grade: 070 or Elements of Precalculus   Minimum Grade: P"
"30645","MATH 110  Minimum Grade: C- or MATH 105  Minimum Grade: C- or DU Calc Placement Exam   Minimum Grade: 070 or Elements of Precalculus   Minimum Grade: P"
"34218","MATH 110  Minimum Grade: C- or MATH 105  Minimum Grade: C- or DU Calc Placement Exam   Minimum Grade: 070 or Elements of Precalculus   Minimum Grade: P"
"30027","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30190","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30324","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30325","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30326","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30328","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30329","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30671","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30672","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30673","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30646","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"34219","MATH 117  Minimum Grade: C- or MATH 121  Minimum Grade: C-"
"30028","MATH 122  Minimum Grade: D"
"30029","MATH 122  Minimum Grade: D"
"30643","MATH 122  Minimum Grade: D"
"30722","MATH 122  Minimum Grade: D"
"30225","MATH 122  Minimum Grade: D"
"30647","MATH 122  Minimum Grade: D"
"34842","MATH 122  Minimum Grade: D"
