crn, subject_code, course_number, instruction_type, instruction_method, section, enroll, max_enroll, course_title, credits, prereqs, start_time, end_time, days
30826,CHEM,230,Recitation/Discussion,Face To Face,001,6,30,Quantitative Analysis,0.00,CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D ),14:00:00,14:50:00,{Wednesday}
30937,CHEM,230,Lecture,Face To Face,A,6,30,Quantitative Analysis,4.00,CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D ),11:00:00,12:20:00,"{Tuesday,Thursday}"
30046,CHEM,231,Lab,Face To Face,001,5,12,Quantitative Analysis Laboratory,2.00,CHEM 230  Minimum Grade: D  (CHEM 230  may be taken concurrently with CHEM 231),15:00:00,18:50:00,{Wednesday}
30047,CHEM,241,Lecture,Face To Face,001,53,100,Organic Chemistry I,4.00,CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D ),09:00:00,09:50:00,"{Monday,Wednesday}"
30733,CHEM,242,Lecture,Face To Face,001,51,60,Organic Chemistry II,4.00,CHEM 241  Minimum Grade: D,14:00:00,14:50:00,"{Monday,Wednesday}"
34891,CW,555,Thesis,Online-Asynchronous,911,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
30255,CHEM,244,Lab,Face To Face,001,FULL,FULL,Organic Chemistry Laboratory I,3.00,CHEM 241  Minimum Grade: D and CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 244),09:00:00,11:50:00,"{Monday,Friday}"
30827,CHEM,244,Lab,Face To Face,002,FULL,FULL,Organic Chemistry Laboratory I,3.00,CHEM 241  Minimum Grade: D and CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 244),18:00:00,20:50:00,"{Monday,Wednesday}"
35233,CHEM,244,Lab,Face To Face,003,5,12,Organic Chemistry Laboratory I,3.00,CHEM 241  Minimum Grade: D and CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 244),14:00:00,16:50:00,"{Tuesday,Thursday}"
30282,CHEM,245,Lab,Face To Face,001,3,12,Organic Chemistry Laboratory II,3.00,CHEM 242  Minimum Grade: D  (CHEM 242  may be taken concurrently with CHEM 245) and CHEM 244  Minimum Grade: D,08:30:00,11:20:00,"{Monday,Wednesday}"
31945,CHEM,253,Lecture,Face To Face,001,44,75,Thermodynamics and Kinetics,4.00,CHEM 102  Minimum Grade: D or CHEM 122  Minimum Grade: D or (CHEM 162  Minimum Grade: D and CHEM 164  Minimum Grade: D ) and MATH 200  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
30049,CHEM,356,Lab,Face To Face,060,7,10,Physical Chemistry Laboratory,0.00,CHEM 241  Minimum Grade: D  (CHEM 241  may be taken concurrently with CHEM 356),14:00:00,16:50:00,{Wednesday}
31237,CHEM,356,Lab,Face To Face,061,FULL,FULL,Physical Chemistry Laboratory,0.00,CHEM 241  Minimum Grade: D  (CHEM 241  may be taken concurrently with CHEM 356),11:00:00,13:50:00,{Friday}
30073,CHEM,356,Lecture,Face To Face,A,17,40,Physical Chemistry Laboratory,2.00,CHEM 241  Minimum Grade: D  (CHEM 241  may be taken concurrently with CHEM 356),12:00:00,12:50:00,{Monday}
30675,CHEM,358,Lab,Face To Face,060,3,10,Physical Chemistry Laboratory II,0.00,CHEM 357  Minimum Grade: D and (CHEM 253  Minimum Grade: D or CHEC 352  Minimum Grade: D ),15:00:00,17:50:00,{Thursday}
30674,CHEM,358,Lecture,Face To Face,A,3,10,Physical Chemistry Laboratory II,2.50,CHEM 357  Minimum Grade: D and (CHEM 253  Minimum Grade: D or CHEC 352  Minimum Grade: D ),14:00:00,14:50:00,{Monday}
31051,CHEM,371,Lecture,Face To Face,001,18,20,Chemistry of Biomolecules,3.00,CHEM 243  Minimum Grade: D or CHEM 249  Minimum Grade: D,18:00:00,19:20:00,"{Monday,Wednesday}"
30115,CHEM,422,Lecture,Face To Face,001,23,25,Inorganic Chemistry II,3.00,CHEM 420  Minimum Grade: D,09:30:00,10:50:00,"{Tuesday,Thursday}"
31463,CHEM,425,Lab,Face To Face,060,FULL,FULL,Inorganic Chemistry Laboratory,0.00,CHEM 422  Minimum Grade: D  (CHEM 422  may be taken concurrently with CHEM 425),11:00:00,13:50:00,{Wednesday}
31464,CHEM,425,Lab,Face To Face,061,FULL,FULL,Inorganic Chemistry Laboratory,0.00,CHEM 422  Minimum Grade: D  (CHEM 422  may be taken concurrently with CHEM 425),14:00:00,16:50:00,{Tuesday}
31462,CHEM,425,Lecture,Face To Face,A,FULL,FULL,Inorganic Chemistry Laboratory,4.00,CHEM 422  Minimum Grade: D  (CHEM 422  may be taken concurrently with CHEM 425),10:00:00,10:50:00,{Monday}
30828,CHEM,467,Lecture,Face To Face,001,3,8,Polymer Chemistry III,3.00,CHEM 253  Minimum Grade: D or CHEC 352  Minimum Grade: D or ENGR 210  Minimum Grade: D,18:00:00,19:20:00,"{Tuesday,Thursday}"
33066,CHEM,493,Research,Face To Face,001,7,8,Senior Research Project,0.50 TO 12.00,,null,null,null
33067,CHEM,493,Research,Face To Face,002,3,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33068,CHEM,493,Research,Face To Face,003,1,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33069,CHEM,493,Research,Face To Face,004,0,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33070,CHEM,493,Research,Face To Face,005,1,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33071,CHEM,493,Research,Face To Face,006,3,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33072,CHEM,493,Research,Face To Face,007,4,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33073,CHEM,493,Research,Face To Face,008,2,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33074,CHEM,493,Research,Face To Face,009,0,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33075,CHEM,493,Research,Face To Face,010,0,5,Senior Research Project,0.50 TO 12.00,,null,null,null
33076,CHEM,497,Research,Face To Face,001,1,5,Research,0.50 TO 12.00,,null,null,null
33077,CHEM,497,Research,Face To Face,002,0,5,Research,0.50 TO 12.00,,null,null,null
31269,CHEM,541,Lecture,Face To Face,001,8,20,Organic Chemistry I,3.00,,16:30:00,17:50:00,{Monday}
30114,CHEM,563,Lecture,Face To Face,001,8,12,Polymer Chemistry III,3.00,CHEM 561  Minimum Grade: B or CHEM 562  Minimum Grade: B,18:00:00,19:20:00,"{Tuesday,Thursday}"
34871,CHEM,656,Lecture,Face To Face,001,7,10,Quantum Chemistry of Molecules II,3.00,CHEM 555  Minimum Grade: C,16:30:00,17:50:00,"{Tuesday,Thursday}"
34870,CHEM,T680,Special Topics,Face To Face,001,7,8,Tools in Biochemistry,3.00,,18:00:00,19:20:00,{Tuesday}
34864,CHEM,752,Lecture,Face To Face,001,3,10,Biophysical Chemistry,3.00,,16:30:00,17:50:00,{Tuesday}
30119,CHEM,865,Seminar,Face To Face,001,8,12,Chemistry Research Seminar,3.00,,11:00:00,12:20:00,"{Thursday,Friday}"
33764,CHEM,898,Thesis,Face To Face,001,1,3,Master's Thesis,0.50 TO 9.00,,null,null,null
33054,CHEM,997,Research,Face To Face,001,3,8,Research,1.00 TO 12.00,,null,null,null
33055,CHEM,997,Research,Face To Face,002,1,8,Research,1.00 TO 12.00,,null,null,null
33056,CHEM,997,Research,Face To Face,003,2,8,Research,1.00 TO 12.00,,null,null,null
33057,CHEM,997,Research,Face To Face,004,1,8,Research,1.00 TO 12.00,,null,null,null
33058,CHEM,997,Research,Face To Face,005,6,8,Research,1.00 TO 12.00,,null,null,null
33059,CHEM,997,Research,Face To Face,006,2,8,Research,1.00 TO 12.00,,null,null,null
33060,CHEM,997,Research,Face To Face,007,1,8,Research,1.00 TO 12.00,,null,null,null
33061,CHEM,997,Research,Face To Face,008,1,8,Research,1.00 TO 12.00,,null,null,null
33062,CHEM,997,Research,Face To Face,009,1,8,Research,1.00 TO 12.00,,null,null,null
33063,CHEM,997,Research,Face To Face,010,1,8,Research,1.00 TO 12.00,,null,null,null
33064,CHEM,998,Dissertation,Face To Face,001,0,8,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
33065,CHEM,998,Dissertation,Face To Face,002,1,8,Ph.D. Dissertation,1.00 TO 12.00,,null,null,null
32901,CHIN,101,Lecture,Face To Face,001,FULL,FULL,Chinese I,4.00,Chinese Language Experience   Minimum Grade: N or WebCape Chinese Placement Exam   Minimum Grade: 0,14:00:00,15:50:00,"{Monday,Wednesday}"
32903,CHIN,102,Lecture,Face To Face,001,10,16,Chinese II,4.00,CHIN 101  Minimum Grade: D or WebCape Chinese Placement Exam   Minimum Grade: 151,12:00:00,13:50:00,"{Monday,Wednesday}"
34767,CHIN,201,Lecture,Hybrid,130,9,14,Chinese IV,4.00,CHIN 103  Minimum Grade: D or WebCape Chinese Placement Exam   Minimum Grade: 400,18:00:00,19:50:00,{Monday}
34059,CHIN,202,Lecture,Hybrid,130,FULL,FULL,Chinese V,4.00,CHIN 201  Minimum Grade: D or WebCape Chinese Placement Exam   Minimum Grade: 600,18:00:00,19:50:00,{Tuesday}
33029,COM,111,Lecture,Face To Face,001,13,60,Principles of Communication,3.00,,12:00:00,12:50:00,"{Monday,Wednesday,Friday}"
30464,COM,111,Lecture,Online-Asynchronous,900,FULL,FULL,Principles of Communication,3.00,,null,null,null
30465,COM,111,Lecture,Online-Asynchronous,901,FULL,FULL,Principles of Communication,3.00,,null,null,null
30008,COM,150,Lecture,Face To Face,001,23,60,Mass Media and Society,3.00,,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
33964,COM,160,Lecture,Online-Asynchronous,900,FULL,FULL,Introduction to Journalism,3.00,,null,null,null
33262,COM,181,Lecture,Face To Face,003,29,30,Public Relations Principles and Theory,3.00,,10:00:00,10:50:00,"{Monday,Wednesday,Friday}"
33263,COM,181,Lecture,Online-Asynchronous,901,FULL,FULL,Public Relations Principles and Theory,3.00,,null,null,null
33965,COM,200,Lecture,Face To Face,001,27,30,Dank Memes for Drexel Teens: An Introduction to Memetic Communication and Internet Culture,3.00,,13:00:00,13:50:00,"{Monday,Wednesday,Friday}"
30801,COM,210,Lecture,Face To Face,002,FULL,FULL,Theory and Models of Communication,3.00,,14:00:00,14:50:00,"{Monday,Wednesday,Friday}"
33257,COM,215,Lecture,Face To Face,001,17,25,Communication Resources for Media Studies,3.00,,11:00:00,12:20:00,"{Tuesday,Thursday}"
30802,COM,220,Lecture,Face To Face,001,23,25,Qualitative Research Methods,3.00,,09:30:00,10:50:00,"{Tuesday,Thursday}"
30095,COM,230,Lecture,Face To Face,004,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
30125,COM,230,Lecture,Face To Face,005,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,10:00:00,10:50:00,"{Monday,Wednesday,Friday}"
30203,COM,230,Lecture,Face To Face,007,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,09:00:00,09:50:00,"{Monday,Wednesday,Friday}"
30204,COM,230,Lecture,Face To Face,008,21,22,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
30134,COM,230,Lecture,Face To Face,009,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,18:00:00,20:50:00,{Wednesday}
30247,COM,230,Lecture,Face To Face,010,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,12:30:00,13:50:00,"{Tuesday,Thursday}"
30462,COM,230,Lecture,Face To Face,011,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,14:00:00,14:50:00,"{Monday,Wednesday,Friday}"
31206,COM,230,Lecture,Face To Face,012,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,13:00:00,13:50:00,"{Monday,Wednesday,Friday}"
31207,COM,230,Lecture,Face To Face,013,21,22,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,18:30:00,21:20:00,{Tuesday}
31208,COM,230,Lecture,Face To Face,014,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,12:30:00,13:50:00,"{Tuesday,Thursday}"
31749,COM,230,Lecture,Face To Face,017,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,09:30:00,10:50:00,"{Tuesday,Thursday}"
31904,COM,230,Lecture,Face To Face,018,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,09:30:00,10:50:00,"{Tuesday,Thursday}"
31905,COM,230,Lecture,Face To Face,020,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,10:00:00,10:50:00,"{Monday,Wednesday,Friday}"
32069,COM,230,Lecture,Face To Face,021,20,22,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,15:00:00,15:50:00,"{Monday,Wednesday,Friday}"
31750,COM,230,Lecture,Online-Asynchronous,900,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
31751,COM,230,Lecture,Online-Asynchronous,901,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
33258,COM,230,Lecture,Online-Asynchronous,902,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
33967,COM,230,Lecture,Online-Asynchronous,903,FULL,FULL,Techniques of Speaking,3.00,ENGL 102  Minimum Grade: D or ENGL 105  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
30466,COM,240,Lecture,Online-Asynchronous,900,FULL,FULL,New Technologies In Communication,3.00,,null,null,null
33968,COM,248,Lecture,Online-Asynchronous,900,FULL,FULL,Reputation Management in Public Relations,3.00,,null,null,null
31358,COM,261,Lecture,Face To Face,001,6,22,Advanced Journalism,3.00,COM 160  Minimum Grade: D,15:30:00,16:50:00,"{Tuesday,Thursday}"
33259,COM,266,Lecture,Online-Asynchronous,900,16,20,Copy Editing for the Media,3.00,COM 160  Minimum Grade: D or COM 260  Minimum Grade: D,null,null,null
32754,COM,270,Lecture,Face To Face,002,28,30,Business Communication,3.00,ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D,11:00:00,11:50:00,"{Monday,Wednesday,Friday}"
31761,COM,270,Lecture,Online-Asynchronous,900,FULL,FULL,Business Communication,3.00,ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
31762,COM,270,Lecture,Online-Asynchronous,901,FULL,FULL,Business Communication,3.00,ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
33260,COM,270,Lecture,Online-Asynchronous,902,FULL,FULL,Business Communication,3.00,ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
33969,COM,270,Lecture,Online-Asynchronous,903,FULL,FULL,Business Communication,3.00,ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
30889,COM,282,Lecture,Face To Face,001,12,22,Public Relations Writing in the Digital Age,3.00,COM 181  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
30833,COM,286,Lecture,Online-Asynchronous,900,17,20,Public Relations Strategies and Tactics,3.00,COM 282  Minimum Grade: D,null,null,null
31906,COM,290,Lecture,Online-Asynchronous,900,FULL,FULL,Sports and the Mass Media,3.00,ENGL 102  Minimum Grade: D or ENGL 112  Minimum Grade: D,null,null,null
30010,COM,310,Lecture,Face To Face,001,FULL,FULL,Technical Communication,3.00,ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C,14:00:00,14:50:00,"{Monday,Wednesday,Friday}"
30105,COM,310,Lecture,Face To Face,003,24,25,Technical Communication,3.00,ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C,11:00:00,12:20:00,"{Tuesday,Thursday}"
30102,COM,310,Lecture,Face To Face,007,24,25,Technical Communication,3.00,ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C,18:30:00,21:20:00,{Thursday}
30463,COM,310,Lecture,Online-Asynchronous,900,FULL,FULL,Technical Communication,3.00,ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C,null,null,null
33970,COM,310,Lecture,Online-Asynchronous,901,FULL,FULL,Technical Communication,3.00,ENGL 102  Minimum Grade: C or ENGL 112  Minimum Grade: C,null,null,null
33971,COM,315,Lecture,Face To Face,001,7,25,Investigative Journalism,3.00,COM 260  Minimum Grade: D or COM 261  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
30679,COM,320,Lecture,Online-Asynchronous,900,FULL,FULL,Science Writing,3.00,HUM 103  Minimum Grade: D or HUM 105  Minimum Grade: A or HUM 108  Minimum Grade: D or ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
31202,COM,320,Lecture,Online-Asynchronous,901,24,25,Science Writing,3.00,HUM 103  Minimum Grade: D or HUM 105  Minimum Grade: A or HUM 108  Minimum Grade: D or ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
31211,COM,320,Lecture,Online-Asynchronous,902,FULL,FULL,Science Writing,3.00,HUM 103  Minimum Grade: D or HUM 105  Minimum Grade: A or HUM 108  Minimum Grade: D or ENGL 103  Minimum Grade: D or ENGL 105  Minimum Grade: A,null,null,null
33261,COM,345,Lecture,Online-Asynchronous,900,FULL,FULL,Intercultural Communication,3.00,,null,null,null
33973,COM,365,Lecture,Face To Face,001,12,30,"Journalists, the Courts, and the Law",3.00,COM 260  Minimum Grade: D or COM 160  Minimum Grade: D,12:30:00,13:50:00,"{Tuesday,Thursday}"
33285,COM,377,Lecture,Online-Asynchronous,900,FULL,FULL,Communication for Civic Engagement,3.00,,null,null,null
31422,COM,386,Lecture,Online-Asynchronous,900,FULL,FULL,Public Relations Campaign Planning,3.00,COM 284  Minimum Grade: D and COM 286  Minimum Grade: D and COM 248  Minimum Grade: D,null,null,null
33381,COM,400,Lecture,Online-Asynchronous,900,FULL,FULL,Political Satire and Fake News,3.00,COM 210  Minimum Grade: D,null,null,null
30863,COM,492,Thesis,Face To Face,001,12,22,Senior Project in Communication II,3.00,COM 491  Minimum Grade: D,15:00:00,17:50:00,{Friday}
31781,COM,543,Lecture,Online-Asynchronous,900,10,18,Public Relations Planning,3.00,COM 541  Minimum Grade: B,null,null,null
34660,COM,545,Lecture,Online-Asynchronous,900,11,18,Crisis Communication,3.00,COM 541  Minimum Grade: B,null,null,null
33974,COM,561,Lecture,Online-Asynchronous,900,10,18,Fundamentals of Journalism & Newswriting,3.00,,null,null,null
33975,COM,610,Lecture,Face To Face,001,11,22,Theories of Communication and Persuasion,3.00,,18:30:00,21:20:00,{Tuesday}
33976,COM,613,Lecture,Online-Asynchronous,900,13,18,Ethics for Professional Communication,3.00,,null,null,null
33977,COM,615,Lecture,Face To Face,001,11,22,Media Environments in a Digital World,3.00,,18:00:00,20:50:00,{Monday}
33978,COM,615,Lecture,Online-Asynchronous,900,12,18,Media Environments in a Digital World,3.00,,null,null,null
33243,CCM,703,Lecture,Face To Face,001,7,15,Communication Theory II: Discourse and Semiotics,3.00,,18:00:00,20:50:00,{Wednesday}
34102,CCM,750,Lecture,Face To Face,001,9,15,Political Economy of Media,3.00,,18:30:00,21:20:00,{Thursday}
34103,CCM,803,Lecture,Face To Face,001,7,15,Crisis COM & Corp Soc Advocacy,3.00,,15:00:00,17:50:00,{Tuesday}
34210,CW,501,Seminar,Online-Asynchronous,900,10,12,Reading as a Writer II,3.00,,17:00:00,18:00:00,{Monday}
34211,CW,501,Seminar,Online-Asynchronous,901,FULL,FULL,Reading as a Writer II,3.00,,18:00:00,19:00:00,{Monday}
34880,CW,555,Thesis,Online-Asynchronous,900,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34881,CW,555,Thesis,Online-Asynchronous,901,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34882,CW,555,Thesis,Online-Asynchronous,902,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34883,CW,555,Thesis,Online-Asynchronous,903,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34884,CW,555,Thesis,Online-Asynchronous,904,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34885,CW,555,Thesis,Online-Asynchronous,905,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34886,CW,555,Thesis,Online-Asynchronous,906,1,2,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34887,CW,555,Thesis,Online-Asynchronous,907,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34888,CW,555,Thesis,Online-Asynchronous,908,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34889,CW,555,Thesis,Online-Asynchronous,909,2,3,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34893,CW,555,Thesis,Online-Asynchronous,913,FULL,FULL,Creative Writing Packet Exchange I,3.00,CW 550  Minimum Grade: B,null,null,null
34894,CW,555,Thesis,Online-Asynchronous,914,FULL,FULL,Creative Writing Packet Exchange I,1.50,CW 550  Minimum Grade: B,null,null,null
32537,CW,602,Seminar,Face To Face,001,FULL,FULL,MFA Creative Writing Graduation Residency,3.00,CW 600  Minimum Grade: B and (CW 601  Minimum Grade: B or CW 601  Minimum Grade: CR ),09:00:00,17:00:00,{Friday}
32538,CW,602,Seminar,Face To Face,002,7,8,MFA Creative Writing Graduation Residency,3.00,CW 600  Minimum Grade: B and (CW 601  Minimum Grade: B or CW 601  Minimum Grade: CR ),09:00:00,17:00:00,{Friday}
34895,CW,690,Thesis,Online-Asynchronous,900,FULL,FULL,Thesis Development,3.00,CW 556  Minimum Grade: B,null,null,null
34896,CW,691,Thesis,Online-Asynchronous,900,0,1,Thesis Packet Exchange I,1.50,CW 690  Minimum Grade: B or CW 690  Minimum Grade: CR,null,null,null
34897,CW,692,Thesis,Online-Asynchronous,900,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34898,CW,692,Thesis,Online-Asynchronous,901,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34899,CW,692,Thesis,Online-Asynchronous,902,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34900,CW,692,Thesis,Online-Asynchronous,903,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34901,CW,692,Thesis,Online-Asynchronous,904,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34902,CW,692,Thesis,Online-Asynchronous,905,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34903,CW,692,Thesis,Online-Asynchronous,906,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34904,CW,692,Thesis,Online-Asynchronous,907,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34905,CW,692,Thesis,Online-Asynchronous,908,1,2,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34906,CW,692,Thesis,Online-Asynchronous,909,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34907,CW,692,Thesis,Online-Asynchronous,910,1,2,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34908,CW,692,Thesis,Online-Asynchronous,911,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34909,CW,692,Thesis,Online-Asynchronous,912,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34910,CW,692,Thesis,Online-Asynchronous,913,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34911,CW,692,Thesis,Online-Asynchronous,914,0,1,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34912,CW,692,Thesis,Online-Asynchronous,915,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34913,CW,692,Thesis,Online-Asynchronous,916,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
34914,CW,692,Thesis,Online-Asynchronous,917,FULL,FULL,Thesis Packet Exchange II,3.00,CW 691  Minimum Grade: B or CW 691  Minimum Grade: CR,null,null,null
32639,CJS,101,Lecture,Hybrid,130,FULL,FULL,Introduction to Criminal Justice,3.00,,09:00:00,09:50:00,"{Wednesday,Friday}"
33479,CJS,101,Lecture,Online-Asynchronous,900,FULL,FULL,Introduction to Criminal Justice,3.00,,null,null,null
32636,CJS,180,Lecture,Online-Asynchronous,900,FULL,FULL,Serial Killers,3.00,,null,null,null
33480,CJS,200,Lecture,Face To Face,001,FULL,FULL,Criminology,3.00,,11:00:00,12:20:00,"{Tuesday,Thursday}"
33957,CJS,220,Lecture,Face To Face,001,FULL,FULL,Crime and the City,3.00,,09:30:00,10:50:00,"{Tuesday,Thursday}"
32995,CJS,260,Recitation/Discussion,Online-Asynchronous,900,FULL,FULL,Justice in Our Community,0.00,,null,null,null
32996,CJS,260,Lecture,Community Based Learning,A,FULL,FULL,Justice in Our Community,4.00,,10:00:00,11:50:00,{Monday}
31007,CJS,261,Lecture,Community Based Learning,001,FULL,FULL,"Prison, Society and You",4.00,,12:30:00,16:20:00,{Thursday}
34851,CJS,262,Lecture,Online-Asynchronous,900,FULL,FULL,Places of Justice,3.00,,null,null,null
